t;x;x_d;x_dd;x_ddd;x_dddd;F
3.840000;10.306817;7.342469;3.067650;0.266102;-0.183788;3.160041
3.850000;10.380395;7.373159;3.070301;0.264268;-0.183146;3.150575
3.860000;10.454280;7.403875;3.072935;0.262439;-0.182507;3.141138
3.870000;10.528472;7.434618;3.075550;0.260617;-0.181869;3.131729
3.880000;10.602972;7.465386;3.078147;0.258802;-0.181234;3.122347
3.890000;10.677780;7.496181;3.080726;0.256993;-0.180600;3.112994
3.900000;10.752896;7.527001;3.083287;0.255190;-0.179969;3.103669
3.910000;10.828320;7.557846;3.085830;0.253393;-0.179339;3.094372
3.920000;10.904053;7.588717;3.088355;0.251603;-0.178712;3.085103
3.930000;10.980095;7.619613;3.090862;0.249819;-0.178086;3.075862
3.940000;11.056445;7.650534;3.093351;0.248041;-0.177463;3.066648
3.950000;11.133105;7.681480;3.095823;0.246270;-0.176841;3.057462
3.960000;11.210075;7.712451;3.098277;0.244505;-0.176221;3.048303
3.970000;11.287355;7.743446;3.100713;0.242745;-0.175603;3.039172
3.980000;11.364944;7.774465;3.103132;0.240992;-0.174987;3.030068
3.990000;11.442844;7.805508;3.105533;0.239246;-0.174373;3.020992
4.000000;11.521054;7.836576;3.107917;0.237505;-0.173761;3.011942
4.010000;11.599575;7.867667;3.110283;0.235770;-0.173151;3.002920
4.020000;11.678408;7.898781;3.112632;0.234042;-0.172543;2.993925
4.030000;11.757551;7.929919;3.114964;0.232320;-0.171937;2.984956
4.040000;11.837006;7.961080;3.117279;0.230603;-0.171332;2.976015
4.050000;11.916773;7.992265;3.119576;0.228893;-0.170730;2.967100
4.060000;11.996852;8.023472;3.121856;0.227189;-0.170129;2.958212
4.070000;12.077242;8.054702;3.124120;0.225490;-0.169530;2.949351
4.080000;12.157946;8.085954;3.126366;0.223798;-0.168933;2.940516
4.090000;12.238962;8.117229;3.128596;0.222112;-0.168338;2.931708
4.100000;12.320290;8.148526;3.130809;0.220431;-0.167745;2.922926
4.110000;12.401932;8.179845;3.133004;0.218757;-0.167154;2.914170
4.120000;12.483887;8.211186;3.135184;0.217088;-0.166564;2.905441
4.130000;12.566156;8.242549;3.137346;0.215426;-0.165976;2.896737
4.140000;12.648738;8.273933;3.139492;0.213769;-0.165391;2.888060
4.150000;12.731635;8.305339;3.141622;0.212118;-0.164807;2.879409
4.160000;12.814845;8.336765;3.143735;0.210473;-0.164224;2.870784
4.170000;12.898370;8.368213;3.145831;0.208833;-0.163644;2.862184
4.180000;12.982210;8.399682;3.147911;0.207200;-0.163066;2.853611
4.190000;13.066364;8.431171;3.149975;0.205572;-0.162489;2.845063
4.200000;13.150833;8.462681;3.152023;0.203950;-0.161914;2.836540
4.210000;13.235617;8.494212;3.154054;0.202334;-0.161341;2.828043
4.220000;13.320717;8.525762;3.156069;0.200723;-0.160770;2.819572
4.230000;13.406133;8.557333;3.158069;0.199118;-0.160200;2.811126
4.240000;13.491864;8.588924;3.160052;0.197519;-0.159632;2.802705
4.250000;13.577911;8.620534;3.162019;0.195926;-0.159066;2.794310
4.260000;13.664275;8.652164;3.163970;0.194338;-0.158502;2.785939
4.270000;13.750955;8.683813;3.165906;0.192755;-0.157940;2.777594
4.280000;13.837951;8.715482;3.167825;0.191179;-0.157379;2.769274
4.290000;13.925264;8.747170;3.169729;0.189608;-0.156820;2.760978
4.300000;14.012895;8.778877;3.171618;0.188042;-0.156263;2.752708
4.310000;14.100842;8.810602;3.173490;0.186483;-0.155708;2.744462
4.320000;14.189107;8.842346;3.175347;0.184928;-0.155154;2.736241
4.330000;14.277689;8.874109;3.177189;0.183380;-0.154602;2.728045
4.340000;14.366589;8.905890;3.179015;0.181836;-0.154052;2.719873
4.350000;14.455807;8.937689;3.180826;0.180299;-0.153503;2.711725
4.360000;14.545343;8.969507;3.182621;0.178766;-0.152956;2.703602
4.370000;14.635197;9.001342;3.184401;0.177239;-0.152411;2.695504
4.380000;14.725370;9.033195;3.186166;0.175718;-0.151868;2.687429
4.390000;14.815861;9.065065;3.187915;0.174202;-0.151326;2.679379
4.400000;14.906671;9.096953;3.189650;0.172691;-0.150787;2.671353
4.410000;14.997800;9.128858;3.191369;0.171186;-0.150248;2.663351
4.420000;15.089248;9.160780;3.193074;0.169686;-0.149712;2.655373
4.430000;15.181016;9.192719;3.194763;0.168192;-0.149177;2.647419
4.440000;15.273103;9.224675;3.196437;0.166703;-0.148644;2.639488
4.450000;15.365509;9.256648;3.198097;0.165219;-0.148112;2.631582
4.460000;15.458236;9.288637;3.199742;0.163741;-0.147582;2.623699
4.470000;15.551282;9.320643;3.201372;0.162268;-0.147054;2.615840
4.480000;15.644649;9.352665;3.202987;0.160800;-0.146528;2.608004
4.490000;15.738335;9.384703;3.204588;0.159337;-0.146003;2.600191
4.500000;15.832343;9.416756;3.206174;0.157880;-0.145479;2.592403
4.510000;15.926671;9.448826;3.207745;0.156427;-0.144958;2.584637
4.520000;16.021319;9.480911;3.209302;0.154980;-0.144438;2.576895
4.530000;16.116289;9.513012;3.210845;0.153539;-0.143920;2.569176
4.540000;16.211580;9.545128;3.212373;0.152102;-0.143403;2.561480
4.550000;16.307192;9.577259;3.213887;0.150671;-0.142888;2.553807
4.560000;16.403125;9.609406;3.215387;0.149244;-0.142374;2.546157
4.570000;16.499380;9.641567;3.216872;0.147823;-0.141863;2.538530
4.580000;16.595956;9.673743;3.218343;0.146407;-0.141352;2.530926
4.590000;16.692855;9.705934;3.219800;0.144996;-0.140844;2.523344
4.600000;16.790075;9.738139;3.221243;0.143590;-0.140337;2.515786
4.610000;16.887617;9.770359;3.222672;0.142189;-0.139831;2.508249
4.620000;16.985482;9.802592;3.224087;0.140793;-0.139327;2.500736
4.630000;17.083669;9.834840;3.225488;0.139403;-0.138825;2.493245
4.640000;17.182179;9.867102;3.226875;0.138017;-0.138324;2.485777
4.650000;17.281011;9.899378;3.228248;0.136636;-0.137825;2.478330
4.660000;17.380167;9.931667;3.229608;0.135260;-0.137328;2.470907
4.670000;17.479645;9.963970;3.230953;0.133890;-0.136832;2.463505
4.680000;17.579446;9.996286;3.232286;0.132524;-0.136337;2.456125
4.690000;17.679571;10.028616;3.233604;0.131163;-0.135844;2.448768
4.700000;17.780018;10.060958;3.234909;0.129807;-0.135353;2.441433
4.710000;17.880790;10.093314;3.236200;0.128456;-0.134863;2.434120
4.720000;17.981885;10.125682;3.237478;0.127110;-0.134375;2.426828
4.730000;18.083303;10.158063;3.238742;0.125768;-0.133888;2.419559
4.740000;18.185046;10.190457;3.239993;0.124432;-0.133403;2.412311
4.750000;18.287113;10.222863;3.241231;0.123100;-0.132920;2.405085
4.760000;18.389503;10.255282;3.242455;0.121773;-0.132438;2.397880
4.770000;18.492218;10.287712;3.243666;0.120451;-0.131957;2.390697
4.780000;18.595258;10.320155;3.244864;0.119134;-0.131478;2.383536
4.790000;18.698621;10.352609;3.246049;0.117822;-0.131000;2.376396
4.800000;18.802310;10.385076;3.247221;0.116514;-0.130524;2.369278
4.810000;18.906323;10.417554;3.248379;0.115211;-0.130050;2.362180
4.820000;19.010661;10.450043;3.249525;0.113913;-0.129577;2.355104
4.830000;19.115324;10.482544;3.250658;0.112620;-0.129105;2.348050
4.840000;19.220312;10.515056;3.251777;0.111331;-0.128635;2.341016
4.850000;19.325625;10.547580;3.252884;0.110047;-0.128166;2.334004
4.860000;19.431264;10.580114;3.253978;0.108768;-0.127699;2.327012
4.870000;19.537227;10.612659;3.255060;0.107493;-0.127234;2.320042
4.880000;19.643517;10.645215;3.256128;0.106223;-0.126769;2.313092
4.890000;19.750132;10.677782;3.257184;0.104958;-0.126307;2.306163
4.900000;19.857072;10.710359;3.258227;0.103697;-0.125845;2.299255
4.910000;19.964339;10.742946;3.259258;0.102441;-0.125386;2.292367
4.920000;20.071931;10.775544;3.260276;0.101189;-0.124927;2.285501
4.930000;20.179850;10.808152;3.261282;0.099942;-0.124470;2.278654
4.940000;20.288094;10.840770;3.262275;0.098700;-0.124015;2.271829
4.950000;20.396665;10.873397;3.263256;0.097462;-0.123561;2.265023
4.960000;20.505562;10.906035;3.264224;0.096229;-0.123108;2.258239
4.970000;20.614786;10.938682;3.265181;0.095000;-0.122657;2.251474
4.980000;20.724336;10.971338;3.266124;0.093776;-0.122207;2.244730
4.990000;20.834213;11.004004;3.267056;0.092556;-0.121759;2.238006
5.000000;20.944416;11.036679;3.267976;0.091340;-0.121312;2.231302
5.010000;21.054946;11.069364;3.268883;0.090130;-0.120866;2.224618
5.020000;21.165803;11.102057;3.269778;0.088923;-0.120422;2.217954
5.030000;21.276988;11.134759;3.270661;0.087721;-0.119980;2.211310
5.040000;21.388499;11.167470;3.271533;0.086523;-0.119538;2.204686
5.050000;21.500337;11.200190;3.272392;0.085330;-0.119098;2.198082
5.060000;21.612503;11.232918;3.273239;0.084142;-0.118660;2.191497
5.070000;21.724995;11.265654;3.274075;0.082957;-0.118223;2.184933
5.080000;21.837816;11.298399;3.274898;0.081777;-0.117787;2.178388
5.090000;21.950963;11.331152;3.275710;0.080601;-0.117352;2.171862
5.100000;22.064439;11.363914;3.276510;0.079430;-0.116919;2.165357
5.110000;22.178242;11.396683;3.277299;0.078263;-0.116488;2.158870
5.120000;22.292372;11.429459;3.278076;0.077100;-0.116058;2.152403
5.130000;22.406831;11.462244;3.278841;0.075942;-0.115629;2.145956
5.140000;22.521617;11.495036;3.279595;0.074788;-0.115201;2.139528
5.150000;22.636732;11.527836;3.280337;0.073638;-0.114775;2.133119
5.160000;22.752174;11.560643;3.281067;0.072492;-0.114350;2.126729
5.170000;22.867945;11.593457;3.281787;0.071351;-0.113926;2.120358
5.180000;22.984043;11.626279;3.282494;0.070214;-0.113504;2.114007
5.190000;23.100470;11.659107;3.283191;0.069081;-0.113083;2.107674
5.200000;23.217225;11.691942;3.283876;0.067952;-0.112664;2.101361
5.210000;23.334309;11.724785;3.284550;0.066827;-0.112246;2.095066
5.220000;23.451721;11.757633;3.285213;0.065707;-0.111829;2.088790
5.230000;23.569462;11.790489;3.285864;0.064591;-0.111413;2.082533
5.240000;23.687531;11.823351;3.286504;0.063479;-0.110999;2.076295
5.250000;23.805929;11.856219;3.287134;0.062371;-0.110586;2.070076
5.260000;23.924655;11.889093;3.287752;0.061267;-0.110175;2.063875
5.270000;24.043711;11.921974;3.288359;0.060167;-0.109764;2.057692
5.280000;24.163095;11.954860;3.288955;0.059072;-0.109355;2.051528
5.290000;24.282808;11.987753;3.289540;0.057980;-0.108948;2.045383
5.300000;24.402850;12.020651;3.290115;0.056893;-0.108541;2.039256
5.310000;24.523221;12.053555;3.290678;0.055809;-0.108136;2.033148
5.320000;24.643921;12.086465;3.291231;0.054730;-0.107732;2.027057
5.330000;24.764950;12.119380;3.291773;0.053655;-0.107330;2.020985
5.340000;24.886309;12.152300;3.292304;0.052583;-0.106928;2.014931
5.350000;25.007996;12.185226;3.292825;0.051516;-0.106528;2.008896
5.360000;25.130013;12.218157;3.293334;0.050453;-0.106129;2.002878
5.370000;25.252359;12.251092;3.293834;0.049394;-0.105732;1.996878
5.380000;25.375035;12.284033;3.294322;0.048338;-0.105336;1.990897
5.390000;25.498040;12.316979;3.294800;0.047287;-0.104941;1.984933
5.400000;25.621375;12.349929;3.295268;0.046239;-0.104547;1.978987
5.410000;25.745039;12.382884;3.295725;0.045196;-0.104155;1.973059
5.420000;25.869032;12.415844;3.296172;0.044156;-0.103763;1.967149
5.430000;25.993356;12.448808;3.296608;0.043121;-0.103373;1.961256
5.440000;26.118008;12.481776;3.297034;0.042089;-0.102985;1.955381
5.450000;26.242991;12.514748;3.297450;0.041061;-0.102597;1.949524
5.460000;26.368303;12.547725;3.297856;0.040037;-0.102211;1.943684
5.470000;26.493946;12.580705;3.298251;0.039017;-0.101826;1.937862
5.480000;26.619918;12.613690;3.298636;0.038000;-0.101442;1.932057
5.490000;26.746219;12.646678;3.299011;0.036988;-0.101059;1.926269
5.500000;26.872851;12.679670;3.299376;0.035979;-0.100678;1.920499
5.510000;26.999813;12.712665;3.299731;0.034974;-0.100298;1.914746
5.520000;27.127104;12.745664;3.300075;0.033973;-0.099919;1.909011
5.530000;27.254726;12.778667;3.300410;0.032976;-0.099541;1.903292
5.540000;27.382678;12.811673;3.300735;0.031982;-0.099164;1.897591
5.550000;27.510960;12.844682;3.301050;0.030993;-0.098789;1.891907
5.560000;27.639571;12.877694;3.301355;0.030007;-0.098415;1.886239
5.570000;27.768513;12.910709;3.301650;0.029024;-0.098042;1.880589
5.580000;27.897786;12.943727;3.301935;0.028046;-0.097670;1.874956
5.590000;28.027388;12.976747;3.302211;0.027071;-0.097299;1.869339
5.600000;28.157321;13.009771;3.302477;0.026100;-0.096930;1.863740
5.610000;28.287583;13.042797;3.302733;0.025132;-0.096562;1.858157
5.620000;28.418176;13.075825;3.302979;0.024169;-0.096195;1.852591
5.630000;28.549100;13.108856;3.303216;0.023208;-0.095829;1.847041
5.640000;28.680354;13.141890;3.303443;0.022252;-0.095464;1.841509
5.650000;28.811938;13.174925;3.303661;0.021299;-0.095100;1.835992
5.660000;28.943852;13.207963;3.303869;0.020350;-0.094738;1.830493
5.670000;29.076097;13.241003;3.304068;0.019404;-0.094377;1.825009
5.680000;29.208672;13.274044;3.304258;0.018462;-0.094016;1.819542
5.690000;29.341578;13.307088;3.304437;0.017524;-0.093657;1.814092
5.700000;29.474814;13.340133;3.304608;0.016589;-0.093299;1.808658
5.710000;29.608381;13.373180;3.304769;0.015658;-0.092943;1.803240
5.720000;29.742278;13.406228;3.304921;0.014730;-0.092587;1.797838
5.730000;29.876505;13.439278;3.305064;0.013806;-0.092233;1.792453
5.740000;30.011063;13.472330;3.305197;0.012886;-0.091879;1.787084
5.750000;30.145952;13.505382;3.305322;0.011969;-0.091527;1.781731
5.760000;30.281171;13.538436;3.305437;0.011055;-0.091176;1.776393
5.770000;30.416720;13.571491;3.305543;0.010145;-0.090826;1.771072
5.780000;30.552601;13.604547;3.305640;0.009239;-0.090477;1.765767
5.790000;30.688811;13.637604;3.305728;0.008336;-0.090130;1.760478
5.800000;30.825353;13.670661;3.305806;0.007436;-0.089783;1.755204
5.810000;30.962225;13.703720;3.305876;0.006540;-0.089437;1.749946
5.820000;31.099427;13.736779;3.305937;0.005647;-0.089093;1.744704
5.830000;31.236960;13.769838;3.305989;0.004758;-0.088750;1.739478
5.840000;31.374824;13.802899;3.306032;0.003872;-0.088408;1.734267
5.850000;31.513018;13.835959;3.306067;0.002990;-0.088066;1.729072
5.860000;31.651543;13.869020;3.306092;0.002111;-0.087726;1.723893
5.870000;31.790399;13.902081;3.306109;0.001235;-0.087387;1.718729
5.880000;31.929585;13.935142;3.306117;0.000363;-0.087050;1.713581
5.890000;32.069101;13.968203;3.306116;-0.000506;-0.086713;1.708448
5.900000;32.208949;14.001264;3.306107;-0.001371;-0.086377;1.703330
5.910000;32.349127;14.034325;3.306089;-0.002233;-0.086042;1.698228
5.920000;32.489635;14.067386;3.306062;-0.003092;-0.085709;1.693141
5.930000;32.630474;14.100446;3.306027;-0.003947;-0.085376;1.688069
5.940000;32.771644;14.133507;3.305983;-0.004799;-0.085045;1.683012
5.950000;32.913144;14.166566;3.305931;-0.005648;-0.084714;1.677971
5.960000;33.054975;14.199625;3.305870;-0.006494;-0.084385;1.672944
5.970000;33.197137;14.232683;3.305801;-0.007336;-0.084057;1.667933
5.980000;33.339629;14.265741;3.305724;-0.008175;-0.083730;1.662937
5.990000;33.482452;14.298798;3.305638;-0.009010;-0.083403;1.657955
6.000000;33.625605;14.331854;3.305543;-0.009843;-0.083078;1.652989
6.010000;33.769089;14.364909;3.305441;-0.010672;-0.082754;1.648037
6.020000;33.912903;14.397963;3.305330;-0.011498;-0.082431;1.643101
6.030000;34.057048;14.431015;3.305211;-0.012321;-0.082109;1.638179
6.040000;34.201524;14.464067;3.305084;-0.013140;-0.081788;1.633272
6.050000;34.346329;14.497117;3.304948;-0.013956;-0.081468;1.628379
6.060000;34.491466;14.530166;3.304804;-0.014770;-0.081149;1.623501
6.070000;34.636933;14.563213;3.304653;-0.015579;-0.080831;1.618638
6.080000;34.782730;14.596259;3.304493;-0.016386;-0.080514;1.613789
6.090000;34.928858;14.629303;3.304325;-0.017190;-0.080198;1.608955
6.100000;35.075316;14.662345;3.304149;-0.017990;-0.079884;1.604136
6.110000;35.222105;14.695386;3.303965;-0.018787;-0.079570;1.599330
6.120000;35.369224;14.728425;3.303773;-0.019582;-0.079257;1.594540
6.130000;35.516673;14.761461;3.303574;-0.020373;-0.078945;1.589763
6.140000;35.664453;14.794496;3.303366;-0.021160;-0.078634;1.585001
6.150000;35.812563;14.827529;3.303150;-0.021945;-0.078324;1.580253
6.160000;35.961004;14.860559;3.302927;-0.022727;-0.078015;1.575520
6.170000;36.109774;14.893587;3.302696;-0.023506;-0.077707;1.570800
6.180000;36.258875;14.926613;3.302457;-0.024281;-0.077401;1.566095
6.190000;36.408307;14.959636;3.302210;-0.025054;-0.077095;1.561403
6.200000;36.558068;14.992657;3.301956;-0.025823;-0.076790;1.556726
6.210000;36.708160;15.025675;3.301694;-0.026589;-0.076486;1.552063
6.220000;36.858582;15.058691;3.301424;-0.027353;-0.076183;1.547414
6.230000;37.009334;15.091704;3.301147;-0.028113;-0.075881;1.542779
6.240000;37.160416;15.124714;3.300862;-0.028870;-0.075580;1.538157
6.250000;37.311828;15.157721;3.300569;-0.029625;-0.075280;1.533550
6.260000;37.463570;15.190725;3.300269;-0.030376;-0.074981;1.528956
6.270000;37.615642;15.223726;3.299962;-0.031124;-0.074682;1.524376
6.280000;37.768045;15.256724;3.299647;-0.031870;-0.074385;1.519810
6.290000;37.920777;15.289719;3.299324;-0.032612;-0.074089;1.515257
6.300000;38.073839;15.322711;3.298995;-0.033351;-0.073794;1.510718
6.310000;38.227231;15.355699;3.298657;-0.034088;-0.073499;1.506193
6.320000;38.380953;15.388684;3.298313;-0.034821;-0.073206;1.501681
6.330000;38.535005;15.421665;3.297961;-0.035552;-0.072914;1.497183
6.340000;38.689386;15.454643;3.297602;-0.036280;-0.072622;1.492698
6.350000;38.844098;15.487617;3.297235;-0.037004;-0.072331;1.488226
6.360000;38.999139;15.520588;3.296862;-0.037726;-0.072042;1.483768
6.370000;39.154509;15.553555;3.296481;-0.038445;-0.071753;1.479324
6.380000;39.310210;15.586517;3.296093;-0.039161;-0.071465;1.474892
6.390000;39.466240;15.619476;3.295698;-0.039875;-0.071179;1.470474
6.400000;39.622599;15.652431;3.295295;-0.040585;-0.070893;1.466070
6.410000;39.779288;15.685382;3.294886;-0.041292;-0.070608;1.461678
6.420000;39.936307;15.718329;3.294470;-0.041997;-0.070323;1.457300
6.430000;40.093655;15.751272;3.294046;-0.042699;-0.070040;1.452934
6.440000;40.251332;15.784210;3.293616;-0.043398;-0.069758;1.448582
6.450000;40.409339;15.817144;3.293178;-0.044094;-0.069477;1.444243
6.460000;40.567675;15.850073;3.292734;-0.044787;-0.069196;1.439916
6.470000;40.726340;15.882999;3.292282;-0.045478;-0.068917;1.435603
6.480000;40.885335;15.915919;3.291824;-0.046166;-0.068638;1.431303
6.490000;41.044659;15.948835;3.291359;-0.046851;-0.068360;1.427015
6.500000;41.204312;15.981746;3.290887;-0.047533;-0.068083;1.422741
6.510000;41.364294;16.014653;3.290408;-0.048212;-0.067808;1.418479
6.520000;41.524605;16.047554;3.289923;-0.048889;-0.067532;1.414230
6.530000;41.685245;16.080451;3.289431;-0.049563;-0.067258;1.409993
6.540000;41.846214;16.113343;3.288932;-0.050234;-0.066985;1.405770
6.550000;42.007512;16.146230;3.288426;-0.050903;-0.066713;1.401559
6.560000;42.169138;16.179112;3.287914;-0.051568;-0.066441;1.397360
6.570000;42.331094;16.211988;3.287395;-0.052232;-0.066170;1.393175
6.580000;42.493378;16.244859;3.286869;-0.052892;-0.065901;1.389001
6.590000;42.655991;16.277725;3.286337;-0.053550;-0.065632;1.384841
6.600000;42.818933;16.310586;3.285798;-0.054205;-0.065364;1.380692
6.610000;42.982203;16.343441;3.285253;-0.054857;-0.065096;1.376557
6.620000;43.145801;16.376291;3.284701;-0.055506;-0.064830;1.372433
6.630000;43.309729;16.409135;3.284143;-0.056153;-0.064565;1.368322
6.640000;43.473984;16.441974;3.283578;-0.056798;-0.064300;1.364223
6.650000;43.638568;16.474807;3.283007;-0.057439;-0.064036;1.360137
6.660000;43.803480;16.507634;3.282429;-0.058078;-0.063773;1.356062
6.670000;43.968721;16.540455;3.281845;-0.058715;-0.063511;1.352000
6.680000;44.134289;16.573271;3.281255;-0.059349;-0.063250;1.347950
6.690000;44.300186;16.606081;3.280658;-0.059980;-0.062990;1.343912
6.700000;44.466411;16.638884;3.280055;-0.060609;-0.062730;1.339887
6.710000;44.632964;16.671682;3.279446;-0.061235;-0.062472;1.335873
6.720000;44.799845;16.704473;3.278830;-0.061858;-0.062214;1.331871
6.730000;44.967053;16.737258;3.278209;-0.062479;-0.061957;1.327882
6.740000;45.134590;16.770037;3.277581;-0.063097;-0.061701;1.323904
6.750000;45.302454;16.802810;3.276947;-0.063713;-0.061445;1.319938
6.760000;45.470646;16.835576;3.276307;-0.064326;-0.061191;1.315985
6.770000;45.639165;16.868336;3.275660;-0.064937;-0.060937;1.312043
6.780000;45.808013;16.901089;3.275008;-0.065545;-0.060684;1.308112
6.790000;45.977187;16.933836;3.274349;-0.066150;-0.060432;1.304194
6.800000;46.146689;16.966576;3.273685;-0.066753;-0.060181;1.300287
6.810000;46.316519;16.999310;3.273014;-0.067354;-0.059931;1.296392
6.820000;46.486675;17.032036;3.272338;-0.067952;-0.059681;1.292509
6.830000;46.657159;17.064756;3.271655;-0.068548;-0.059432;1.288637
6.840000;46.827970;17.097470;3.270967;-0.069141;-0.059184;1.284777
6.850000;46.999109;17.130176;3.270273;-0.069731;-0.058937;1.280928
6.860000;47.170574;17.162875;3.269572;-0.070319;-0.058691;1.277091
6.870000;47.342366;17.195567;3.268866;-0.070905;-0.058445;1.273266
6.880000;47.514485;17.228252;3.268154;-0.071488;-0.058200;1.269452
6.890000;47.686931;17.260930;3.267436;-0.072069;-0.057956;1.265649
6.900000;47.859704;17.293601;3.266713;-0.072647;-0.057713;1.261858
6.910000;48.032803;17.326264;3.265984;-0.073223;-0.057471;1.258078
6.920000;48.206229;17.358921;3.265248;-0.073797;-0.057229;1.254309
6.930000;48.379982;17.391569;3.264508;-0.074368;-0.056988;1.250552
6.940000;48.554061;17.424211;3.263761;-0.074937;-0.056748;1.246806
6.950000;48.728466;17.456845;3.263009;-0.075503;-0.056509;1.243071
6.960000;48.903197;17.489471;3.262251;-0.076067;-0.056270;1.239348
6.970000;49.078255;17.522090;3.261488;-0.076628;-0.056033;1.235635
6.980000;49.253639;17.554701;3.260718;-0.077187;-0.055796;1.231934
6.990000;49.429349;17.587304;3.259944;-0.077744;-0.055559;1.228243
7.000000;49.605385;17.619900;3.259164;-0.078299;-0.055324;1.224564
7.010000;49.781747;17.652487;3.258378;-0.078851;-0.055089;1.220896
7.020000;49.958435;17.685067;3.257587;-0.079400;-0.054855;1.217239
7.030000;50.135448;17.717639;3.256790;-0.079948;-0.054622;1.213593
7.040000;50.312788;17.750203;3.255988;-0.080493;-0.054390;1.209957
7.050000;50.490452;17.782759;3.255180;-0.081036;-0.054158;1.206333
7.060000;50.668443;17.815306;3.254367;-0.081576;-0.053928;1.202719
7.070000;50.846759;17.847846;3.253548;-0.082114;-0.053697;1.199117
7.080000;51.025400;17.880377;3.252725;-0.082650;-0.053468;1.195525
7.090000;51.204366;17.912900;3.251895;-0.083184;-0.053239;1.191943
7.100000;51.383658;17.945415;3.251061;-0.083715;-0.053012;1.188373
7.110000;51.563274;17.977922;3.250221;-0.084244;-0.052784;1.184813
7.120000;51.743216;18.010420;3.249376;-0.084770;-0.052558;1.181264
7.130000;51.923483;18.042909;3.248526;-0.085295;-0.052332;1.177726
7.140000;52.104074;18.075390;3.247670;-0.085817;-0.052108;1.174198
7.150000;52.284991;18.107863;3.246809;-0.086337;-0.051883;1.170680
7.160000;52.466231;18.140326;3.245943;-0.086855;-0.051660;1.167174
7.170000;52.647797;18.172781;3.245072;-0.087370;-0.051437;1.163677
7.180000;52.829687;18.205228;3.244196;-0.087884;-0.051215;1.160192
7.190000;53.011902;18.237665;3.243315;-0.088395;-0.050994;1.156716
7.200000;53.194440;18.270094;3.242428;-0.088903;-0.050773;1.153251
7.210000;53.377303;18.302514;3.241537;-0.089410;-0.050554;1.149797
7.220000;53.560491;18.334925;3.240640;-0.089914;-0.050334;1.146352
7.230000;53.744002;18.367327;3.239738;-0.090417;-0.050116;1.142919
7.240000;53.927837;18.399720;3.238832;-0.090917;-0.049898;1.139495
7.250000;54.111996;18.432103;3.237920;-0.091415;-0.049681;1.136082
7.260000;54.296479;18.464478;3.237003;-0.091910;-0.049465;1.132678
7.270000;54.481286;18.496843;3.236082;-0.092404;-0.049250;1.129285
7.280000;54.666416;18.529200;3.235155;-0.092895;-0.049035;1.125903
7.290000;54.851870;18.561546;3.234224;-0.093385;-0.048821;1.122530
7.300000;55.037647;18.593884;3.233288;-0.093872;-0.048607;1.119167
7.310000;55.223747;18.626212;3.232346;-0.094357;-0.048395;1.115815
7.320000;55.410171;18.658531;3.231400;-0.094840;-0.048182;1.112473
7.330000;55.596918;18.690840;3.230450;-0.095321;-0.047971;1.109140
7.340000;55.783988;18.723140;3.229494;-0.095799;-0.047760;1.105818
7.350000;55.971381;18.755430;3.228534;-0.096276;-0.047550;1.102505
7.360000;56.159096;18.787711;3.227569;-0.096750;-0.047341;1.099203
7.370000;56.347135;18.819981;3.226599;-0.097223;-0.047133;1.095910
7.380000;56.535496;18.852243;3.225624;-0.097693;-0.046925;1.092627
7.390000;56.724180;18.884494;3.224645;-0.098161;-0.046717;1.089354
7.400000;56.913186;18.916735;3.223661;-0.098627;-0.046511;1.086091
7.410000;57.102514;18.948967;3.222672;-0.099091;-0.046305;1.082838
7.420000;57.292165;18.981189;3.221679;-0.099553;-0.046100;1.079594
7.430000;57.482138;19.013401;3.220681;-0.100013;-0.045895;1.076360
7.440000;57.672433;19.045602;3.219679;-0.100471;-0.045691;1.073136
7.450000;57.863050;19.077794;3.218672;-0.100927;-0.045488;1.069921
7.460000;58.053989;19.109976;3.217660;-0.101381;-0.045286;1.066716
7.470000;58.245250;19.142147;3.216644;-0.101833;-0.045084;1.063521
7.480000;58.436832;19.174309;3.215624;-0.102283;-0.044883;1.060335
7.490000;58.628736;19.206460;3.214599;-0.102730;-0.044682;1.057159
7.500000;58.820961;19.238601;3.213569;-0.103176;-0.044482;1.053992
7.510000;59.013508;19.270731;3.212535;-0.103620;-0.044283;1.050835
7.520000;59.206376;19.302851;3.211497;-0.104062;-0.044084;1.047687
7.530000;59.399565;19.334961;3.210454;-0.104502;-0.043887;1.044549
7.540000;59.593075;19.367060;3.209407;-0.104940;-0.043689;1.041420
7.550000;59.786906;19.399149;3.208355;-0.105376;-0.043493;1.038300
7.560000;59.981058;19.431228;3.207299;-0.105810;-0.043297;1.035190
7.570000;60.175530;19.463295;3.206239;-0.106242;-0.043101;1.032089
7.580000;60.370324;19.495352;3.205174;-0.106672;-0.042907;1.028998
7.590000;60.565437;19.527399;3.204105;-0.107100;-0.042713;1.025915
7.600000;60.760872;19.559434;3.203032;-0.107526;-0.042519;1.022842
7.610000;60.956626;19.591459;3.201955;-0.107950;-0.042327;1.019778
7.620000;61.152701;19.623473;3.200873;-0.108372;-0.042134;1.016723
7.630000;61.349096;19.655477;3.199787;-0.108793;-0.041943;1.013678
7.640000;61.545810;19.687469;3.198697;-0.109211;-0.041752;1.010641
7.650000;61.742845;19.719451;3.197603;-0.109628;-0.041562;1.007614
7.660000;61.940199;19.751421;3.196505;-0.110042;-0.041372;1.004596
